TimeStamp,Flow_Count,Flow_Rate,Fluor_V,CHL,xMiss_V,Trans,RTP_Temp,TSG_Temp,TSG_Cond,Salinity
,Hz,mL/sec,mV,ug/L,mV,%,C,C,S/m,psu
2023-01-23 10:58:30.07, 18.6, 32.1, 62, 1.11, 3605, 76.7, 1.618, 2.802, 3.0388, 33.653
2023-01-23 10:59:00.07, 18.9, 32.6, 71, 1.35, 3590, 76.4, 1.617, 2.768, 3.0356, 33.650
2023-01-23 10:59:30.07, 19.0, 32.8, 61, 1.08, 3539, 75.3, 1.618, 2.747, 3.0336, 33.648
2023-01-23 11:00:00.07, 19.1, 32.9, 68, 1.26, 3491, 74.3, 1.615, 2.723, 3.0317, 33.649
2023-01-23 11:00:30.07, 19.0, 32.8, 71, 1.35, 3453, 73.5, 1.615, 2.686, 3.0282, 33.645
2023-01-23 11:01:00.07, 19.1, 33.0, 66, 1.21, 3405, 72.4, 1.615, 2.674, 3.0267, 33.639
2023-01-23 11:01:30.07, 19.1, 33.0, 65, 1.18, 3407, 72.5, 1.615, 2.636, 3.0233, 33.637
2023-01-23 11:02:00.07, 19.1, 32.9, 72, 1.36, 3438, 73.1, 1.616, 2.640, 3.0235, 33.636
2023-01-23 11:02:30.07, 19.1, 32.9, 60, 1.06, 3487, 74.2, 1.620, 2.667, 3.0256, 33.633
2023-01-23 11:03:00.07, 19.1, 32.9, 65, 1.19, 3519, 74.9, 1.625, 2.699, 3.0280, 33.630
2023-01-23 11:03:30.07, 19.1, 32.9, 60, 1.06, 3553, 75.6, 1.634, 2.723, 3.0299, 33.627
2023-01-23 11:04:00.07, 19.1, 32.9, 63, 1.13, 3602, 76.6, 1.641, 2.738, 3.0311, 33.626
2023-01-23 11:04:30.07, 19.1, 32.9, 68, 1.26, 3637, 77.4, 1.644, 2.747, 3.0319, 33.626
2023-01-23 11:05:00.07, 18.3, 31.5, 61, 1.09, 3655, 77.8, 1.635, 2.754, 3.0325, 33.626
2023-01-23 11:05:30.07, 19.1, 32.9, 58, 1.02, 3675, 78.2, 1.649, 2.761, 3.0331, 33.627
2023-01-23 11:06:00.07, 19.1, 32.9, 58, 1.02, 3672, 78.1, 1.652, 2.763, 3.0336, 33.630
2023-01-23 11:06:30.07, 19.0, 32.8, 61, 1.09, 3680, 78.3, 1.648, 2.771, 3.0348, 33.636
2023-01-23 11:07:00.07, 18.9, 32.6, 58, 1.01, 3680, 78.3, 1.648, 2.780, 3.0361, 33.644
2023-01-23 11:07:30.07, 18.5, 31.9, 55, 0.94, 3623, 77.1, 1.651, 2.785, 3.0371, 33.650
2023-01-23 11:08:00.07, 16.8, 29.0, 59, 1.04, 3608, 76.8, 1.651, 2.752, 3.0346, 33.655
2023-01-23 11:08:30.07, 12.8, 22.1, 57, 0.99, 3570, 76.0, 1.648, 2.721, 3.0325, 33.661
2023-01-23 11:09:00.07, 18.8, 32.5, 71, 1.35, 3279, 69.7, 1.642, 2.733, 3.0338, 33.663
2023-01-23 11:09:30.07, 22.1, 38.2, 61, 1.09, 3482, 74.1, 1.636, 2.761, 3.0363, 33.666
2023-01-23 11:10:00.07, 22.1, 38.1, 61, 1.08, 3537, 75.2, 1.628, 2.767, 3.0369, 33.666
2023-01-23 11:10:30.07, 22.2, 38.3, 59, 1.04, 3578, 76.1, 1.624, 2.756, 3.0360, 33.667
2023-01-23 11:11:00.07, 22.2, 38.2, 61, 1.08, 3621, 77.0, 1.614, 2.758, 3.0360, 33.665
2023-01-23 11:11:30.07, 22.3, 38.4, 60, 1.06, 3632, 77.3, 1.607, 2.766, 3.0366, 33.663
2023-01-23 11:12:00.07, 22.6, 39.0, 60, 1.06, 3646, 77.6, 1.606, 2.764, 3.0361, 33.660
2023-01-23 11:12:30.07, 22.6, 38.9, 61, 1.08, 3638, 77.4, 1.602, 2.745, 3.0341, 33.655
2023-01-23 11:13:00.07, 22.6, 38.9, 61, 1.08, 3634, 77.3, 1.601, 2.729, 3.0322, 33.649
2023-01-23 11:13:30.07, 22.1, 38.1, 63, 1.13, 3659, 77.8, 1.578, 2.723, 3.0312, 33.642
2023-01-23 11:14:00.07, 22.2, 38.3, 58, 1.02, 3701, 78.7, 1.601, 2.733, 3.0314, 33.635
2023-01-23 11:14:30.07, 22.5, 38.8, 58, 1.01, 3737, 79.5, 1.608, 2.736, 3.0310, 33.626
2023-01-23 11:15:00.07, 22.5, 38.8, 54, 0.92, 3731, 79.4, 1.613, 2.758, 3.0322, 33.618
2023-01-23 11:15:30.07, 22.5, 38.8, 57, 0.99, 3742, 79.6, 1.617, 2.813, 3.0362, 33.610
2023-01-23 11:16:00.07, 22.5, 38.7, 58, 1.02, 3726, 79.3, 1.624, 2.867, 3.0403, 33.604
2023-01-23 11:16:30.07, 22.5, 38.8, 66, 1.21, 3700, 78.7, 1.634, 2.889, 3.0417, 33.597
2023-01-23 11:17:00.07, 22.5, 38.8, 65, 1.18, 3724, 79.2, 1.637, 2.837, 3.0370, 33.595
2023-01-23 11:17:30.07, 22.0, 37.9, 58, 1.02, 3733, 79.4, 1.630, 2.819, 3.0357, 33.598
2023-01-23 11:18:00.07, 22.5, 38.8, 58, 1.01, 3744, 79.7, 1.646, 2.857, 3.0392, 33.600
2023-01-23 11:18:30.07, 22.3, 38.5, 65, 1.19, 3746, 79.7, 1.640, 2.899, 3.0433, 33.606
2023-01-23 11:19:00.07, 21.5, 37.1, 58, 1.02, 3724, 79.2, 1.637, 2.931, 3.0466, 33.613
2023-01-23 11:19:30.07, 22.4, 38.7, 60, 1.06, 3723, 79.2, 1.646, 2.953, 3.0490, 33.620
2023-01-23 11:20:00.07, 22.5, 38.7, 56, 0.96, 3722, 79.2, 1.643, 2.968, 3.0510, 33.628
2023-01-23 11:20:30.07, 22.5, 38.7, 65, 1.18, 3723, 79.2, 1.639, 2.960, 3.0508, 33.634
2023-01-23 11:21:00.07, 22.5, 38.7, 65, 1.18, 3725, 79.3, 1.633, 2.906, 3.0467, 33.640
2023-01-23 11:21:30.07, 22.2, 38.2, 55, 0.94, 3564, 75.8, 1.612, 2.902, 3.0466, 33.644
2023-01-23 11:22:00.07, 22.4, 38.7, 58, 1.02, 3543, 75.4, 1.626, 2.854, 3.0425, 33.643
2023-01-23 11:22:30.07, 22.5, 38.7, 59, 1.04, 3594, 76.5, 1.623, 2.808, 3.0386, 33.644
2023-01-23 11:23:00.07, 22.4, 38.6, 59, 1.04, 3598, 76.5, 1.607, 2.846, 3.0417, 33.643
2023-01-23 11:23:30.07, 22.3, 38.4, 58, 1.01, 3593, 76.4, 1.609, 2.905, 3.0466, 33.640
2023-01-23 11:24:00.07, 22.5, 38.7, 59, 1.04, 3576, 76.1, 1.609, 2.947, 3.0500, 33.637
2023-01-23 11:24:30.07, 22.4, 38.7, 57, 0.99, 3554, 75.6, 1.601, 2.972, 3.0516, 33.631
2023-01-23 11:25:00.07, 22.3, 38.4, 59, 1.04, 3605, 76.7, 1.593, 2.943, 3.0487, 33.626
2023-01-23 11:25:30.07, 22.3, 38.5, 60, 1.06, 3678, 78.3, 1.593, 2.933, 3.0476, 33.623
2023-01-23 11:26:00.07, 21.9, 37.7, 68, 1.26, 3728, 79.3, 1.568, 2.953, 3.0489, 33.618
2023-01-23 11:26:30.07, 22.3, 38.4, 54, 0.91, 3748, 79.8, 1.580, 2.945, 3.0476, 33.611
2023-01-23 11:27:00.07, 22.3, 38.4, 58, 1.01, 3754, 79.9, 1.584, 2.920, 3.0452, 33.607
2023-01-23 11:27:30.07, 22.4, 38.6, 55, 0.94, 3757, 79.9, 1.595, 2.937, 3.0463, 33.603
2023-01-23 11:28:00.07, 22.4, 38.7, 54, 0.92, 3762, 80.0, 1.599, 2.947, 3.0467, 33.598
2023-01-23 11:28:30.07, 22.4, 38.6, 58, 1.01, 3746, 79.7, 1.600, 2.927, 3.0447, 33.593
2023-01-23 11:29:00.07, 22.4, 38.6, 56, 0.97, 3729, 79.3, 1.599, 2.894, 3.0413, 33.587
2023-01-23 11:29:30.07, 22.4, 38.7, 55, 0.94, 3735, 79.5, 1.598, 2.840, 3.0363, 33.583
2023-01-23 11:30:00.07, 22.4, 38.7, 67, 1.23, 3741, 79.6, 1.603, 2.827, 3.0350, 33.581
2023-01-23 11:30:30.07, 22.4, 38.7, 58, 1.01, 3745, 79.7, 1.603, 2.838, 3.0360, 33.582
2023-01-23 11:31:00.07, 22.4, 38.6, 56, 0.97, 3749, 79.8, 1.614, 2.861, 3.0384, 33.586
2023-01-23 11:31:30.07, 22.3, 38.5, 63, 1.13, 3748, 79.7, 1.615, 2.896, 3.0416, 33.589
2023-01-23 11:32:00.07, 22.3, 38.4, 54, 0.92, 3748, 79.7, 1.595, 2.924, 3.0442, 33.592
2023-01-23 11:32:30.07, 22.3, 38.4, 59, 1.04, 3774, 80.3, 1.595, 2.944, 3.0461, 33.593
2023-01-23 11:33:00.07, 22.2, 38.2, 55, 0.94, 3776, 80.4, 1.588, 2.958, 3.0474, 33.595
2023-01-23 11:33:30.07, 22.2, 38.3, 60, 1.06, 3788, 80.6, 1.590, 2.969, 3.0485, 33.596
2023-01-23 11:34:00.07, 22.3, 38.4, 56, 0.96, 3799, 80.8, 1.591, 2.970, 3.0486, 33.597
2023-01-23 11:34:30.07, 22.3, 38.4, 56, 0.96, 3780, 80.4, 1.591, 2.960, 3.0477, 33.597
2023-01-23 11:35:00.07, 22.3, 38.4, 58, 1.01, 3782, 80.5, 1.587, 2.943, 3.0462, 33.596
2023-01-23 11:35:30.07, 22.2, 38.3, 53, 0.89, 3771, 80.2, 1.578, 2.927, 3.0447, 33.595
2023-01-23 11:36:00.07, 21.9, 37.7, 65, 1.19, 3783, 80.5, 1.585, 2.903, 3.0426, 33.593
2023-01-23 11:36:30.07, 22.3, 38.4, 55, 0.94, 3776, 80.3, 1.585, 2.867, 3.0394, 33.591
2023-01-23 11:37:00.07, 22.2, 38.3, 61, 1.09, 3776, 80.4, 1.583, 2.852, 3.0380, 33.590
2023-01-23 11:37:30.07, 22.2, 38.3, 58, 1.02, 3779, 80.4, 1.583, 2.861, 3.0386, 33.588
2023-01-23 11:38:00.07, 22.3, 38.4, 54, 0.92, 3760, 80.0, 1.581, 2.873, 3.0395, 33.587
2023-01-23 11:38:30.07, 22.2, 38.3, 58, 1.01, 3719, 79.1, 1.583, 2.871, 3.0391, 33.584
2023-01-23 11:39:00.07, 22.2, 38.3, 57, 0.99, 3725, 79.3, 1.584, 2.824, 3.0348, 33.581
2023-01-23 11:39:30.07, 22.2, 38.3, 58, 1.01, 3735, 79.5, 1.586, 2.806, 3.0334, 33.582
2023-01-23 11:40:00.07, 22.3, 38.4, 56, 0.96, 3737, 79.5, 1.586, 2.830, 3.0353, 33.581
2023-01-23 11:40:30.07, 22.3, 38.4, 56, 0.97, 3735, 79.5, 1.587, 2.854, 3.0372, 33.579
2023-01-23 11:41:00.07, 22.3, 38.4, 58, 1.01, 3735, 79.5, 1.587, 2.869, 3.0385, 33.579
2023-01-23 11:41:30.07, 22.3, 38.4, 58, 1.01, 3747, 79.7, 1.585, 2.880, 3.0395, 33.580
2023-01-23 11:42:00.07, 22.3, 38.5, 56, 0.97, 3759, 80.0, 1.590, 2.888, 3.0403, 33.581
2023-01-23 11:42:30.07, 22.3, 38.4, 54, 0.91, 3747, 79.7, 1.596, 2.891, 3.0406, 33.582
2023-01-23 11:43:00.07, 22.2, 38.3, 60, 1.06, 3700, 78.7, 1.599, 2.894, 3.0409, 33.583
2023-01-23 11:43:30.07, 22.3, 38.4, 56, 0.97, 3745, 79.7, 1.600, 2.895, 3.0410, 33.583
2023-01-23 11:44:00.07, 21.5, 37.1, 58, 1.02, 3748, 79.8, 1.578, 2.897, 3.0412, 33.582
2023-01-23 11:44:30.07, 22.3, 38.4, 66, 1.21, 3741, 79.6, 1.599, 2.898, 3.0412, 33.582
2023-01-23 11:45:00.07, 22.2, 38.3, 56, 0.96, 3744, 79.7, 1.600, 2.897, 3.0412, 33.583
2023-01-23 11:45:30.07, 22.3, 38.4, 68, 1.26, 3761, 80.0, 1.602, 2.900, 3.0418, 33.587
2023-01-23 11:46:00.07, 22.3, 38.4, 55, 0.94, 3758, 80.0, 1.600, 2.904, 3.0426, 33.592
2023-01-23 11:46:30.07, 22.1, 38.1, 58, 1.02, 3720, 79.1, 1.597, 2.905, 3.0429, 33.595
2023-01-23 11:47:00.07, 21.9, 37.8, 65, 1.19, 3718, 79.1, 1.578, 2.861, 3.0392, 33.596
2023-01-23 11:47:30.07, 21.7, 37.5, 59, 1.04, 3731, 79.4, 1.574, 2.795, 3.0337, 33.598
2023-01-23 11:48:00.07, 21.7, 37.3, 56, 0.97, 3735, 79.5, 1.570, 2.802, 3.0344, 33.599
2023-01-23 11:48:30.07, 21.6, 37.2, 56, 0.97, 3728, 79.3, 1.567, 2.839, 3.0375, 33.598
2023-01-23 11:49:00.07, 21.0, 36.3, 62, 1.11, 3716, 79.1, 1.566, 2.866, 3.0398, 33.598
2023-01-23 11:49:30.07, 21.1, 36.3, 56, 0.96, 3686, 78.4, 1.570, 2.865, 3.0395, 33.596
2023-01-23 11:50:00.07, 21.1, 36.4, 54, 0.92, 3699, 78.7, 1.569, 2.835, 3.0368, 33.593
2023-01-23 11:50:30.07, 21.2, 36.5, 54, 0.92, 3709, 78.9, 1.571, 2.772, 3.0312, 33.591
2023-01-23 11:51:00.07, 21.3, 36.8, 58, 1.01, 3682, 78.3, 1.574, 2.718, 3.0263, 33.589
2023-01-23 11:51:30.07, 21.3, 36.7, 55, 0.94, 3657, 77.8, 1.574, 2.668, 3.0220, 33.588
2023-01-23 11:52:00.07, 21.2, 36.6, 61, 1.09, 3623, 77.1, 1.571, 2.602, 3.0165, 33.588
2023-01-23 11:52:30.07, 20.8, 35.8, 58, 1.02, 3612, 76.8, 1.569, 2.550, 3.0122, 33.590
2023-01-23 11:53:00.07, 21.3, 36.7, 59, 1.04, 3599, 76.6, 1.569, 2.521, 3.0098, 33.592
2023-01-23 11:53:30.07, 21.3, 36.7, 70, 1.31, 3592, 76.4, 1.567, 2.508, 3.0088, 33.593
2023-01-23 11:54:00.07, 21.2, 36.6, 59, 1.04, 3615, 76.9, 1.567, 2.508, 3.0089, 33.594
2023-01-23 11:54:30.07, 20.6, 35.6, 61, 1.08, 3589, 76.4, 1.564, 2.508, 3.0089, 33.594
2023-01-23 11:55:00.07, 21.3, 36.7, 60, 1.06, 3491, 74.3, 1.564, 2.499, 3.0081, 33.594
2023-01-23 11:55:30.07, 21.3, 36.8, 60, 1.06, 3503, 74.5, 1.564, 2.472, 3.0058, 33.594
2023-01-23 11:56:00.07, 21.3, 36.7, 66, 1.21, 3505, 74.6, 1.563, 2.477, 3.0062, 33.593
2023-01-23 11:56:30.07, 21.3, 36.7, 60, 1.06, 3444, 73.3, 1.561, 2.485, 3.0067, 33.592
2023-01-23 11:57:00.07, 21.3, 36.7, 67, 1.25, 3394, 72.2, 1.561, 2.480, 3.0061, 33.589
2023-01-23 11:57:30.07, 21.3, 36.7, 67, 1.23, 3484, 74.1, 1.560, 2.458, 3.0042, 33.589
2023-01-23 11:58:00.07, 21.3, 36.7, 63, 1.14, 3507, 74.6, 1.560, 2.462, 3.0045, 33.588
2023-01-23 11:58:30.07, 21.3, 36.7, 60, 1.06, 3501, 74.5, 1.560, 2.471, 3.0052, 33.588
2023-01-23 11:59:00.07, 20.6, 35.5, 71, 1.35, 3544, 75.4, 1.551, 2.476, 3.0055, 33.587
2023-01-23 11:59:30.07, 21.0, 36.1, 69, 1.30, 3633, 77.3, 1.560, 2.478, 3.0057, 33.586
2023-01-23 12:00:00.07, 21.3, 36.7, 60, 1.06, 3659, 77.9, 1.561, 2.474, 3.0052, 33.585
2023-01-23 12:00:30.07, 21.3, 36.7, 61, 1.08, 3644, 77.5, 1.560, 2.476, 3.0052, 33.583
2023-01-23 12:01:00.07, 21.3, 36.7, 63, 1.13, 3641, 77.5, 1.559, 2.477, 3.0053, 33.582
2023-01-23 12:01:30.07, 21.3, 36.7, 61, 1.09, 3566, 75.9, 1.561, 2.476, 3.0051, 33.582
2023-01-23 12:02:00.07, 21.3, 36.7, 61, 1.08, 3512, 74.7, 1.563, 2.452, 3.0031, 33.581
2023-01-23 12:02:30.07, 21.3, 36.7, 62, 1.11, 3543, 75.4, 1.568, 2.432, 3.0015, 33.583
2023-01-23 12:03:00.07, 21.3, 36.7, 61, 1.08, 3539, 75.3, 1.576, 2.445, 3.0026, 33.583
2023-01-23 12:03:30.07, 21.3, 36.8, 63, 1.14, 3540, 75.3, 1.584, 2.455, 3.0034, 33.582
2023-01-23 12:04:00.07, 21.3, 36.7, 65, 1.18, 3595, 76.5, 1.589, 2.461, 3.0038, 33.581
2023-01-23 12:04:30.07, 21.3, 36.7, 59, 1.04, 3654, 77.7, 1.591, 2.464, 3.0042, 33.583
2023-01-23 12:05:00.07, 21.2, 36.5, 59, 1.04, 3671, 78.1, 1.590, 2.465, 3.0044, 33.584
2023-01-23 12:05:30.07, 20.7, 35.7, 65, 1.19, 3699, 78.7, 1.588, 2.468, 3.0049, 33.587
2023-01-23 12:06:00.07, 21.3, 36.7, 65, 1.18, 3698, 78.7, 1.589, 2.471, 3.0056, 33.593
2023-01-23 12:06:30.07, 21.3, 36.7, 67, 1.23, 3697, 78.7, 1.589, 2.475, 3.0065, 33.600
2023-01-23 12:07:00.07, 21.3, 36.7, 62, 1.11, 3693, 78.6, 1.586, 2.481, 3.0076, 33.607
2023-01-23 12:07:30.07, 21.3, 36.7, 63, 1.13, 3678, 78.2, 1.584, 2.486, 3.0084, 33.611
2023-01-23 12:08:00.07, 21.3, 36.7, 60, 1.06, 3632, 77.3, 1.581, 2.482, 3.0081, 33.612
2023-01-23 12:08:30.07, 21.3, 36.7, 61, 1.08, 3652, 77.7, 1.579, 2.463, 3.0066, 33.613
2023-01-23 12:09:00.07, 21.3, 36.7, 60, 1.06, 3653, 77.7, 1.578, 2.469, 3.0071, 33.613
2023-01-23 12:09:30.07, 21.3, 36.7, 60, 1.06, 3646, 77.6, 1.577, 2.478, 3.0077, 33.611
2023-01-23 12:10:00.07, 21.3, 36.7, 57, 0.99, 3682, 78.3, 1.578, 2.483, 3.0080, 33.609
2023-01-23 12:10:30.07, 21.3, 36.7, 58, 1.02, 3697, 78.7, 1.577, 2.484, 3.0079, 33.608
2023-01-23 12:11:00.07, 21.3, 36.7, 67, 1.25, 3709, 78.9, 1.576, 2.486, 3.0078, 33.605
2023-01-23 12:11:30.07, 21.3, 36.7, 59, 1.04, 3712, 79.0, 1.577, 2.487, 3.0077, 33.602
2023-01-23 12:12:00.07, 21.2, 36.6, 70, 1.31, 3720, 79.1, 1.575, 2.488, 3.0077, 33.601
2023-01-23 12:12:30.07, 20.2, 34.8, 65, 1.18, 3722, 79.2, 1.569, 2.488, 3.0076, 33.600
2023-01-23 12:13:00.07, 21.3, 36.7, 59, 1.04, 3722, 79.2, 1.575, 2.492, 3.0078, 33.598
2023-01-23 12:13:30.07, 21.3, 36.7, 61, 1.09, 3708, 78.9, 1.577, 2.492, 3.0078, 33.598
2023-01-23 12:14:00.07, 21.3, 36.7, 64, 1.16, 3678, 78.2, 1.575, 2.496, 3.0081, 33.597
2023-01-23 12:14:30.07, 21.3, 36.7, 60, 1.06, 3663, 77.9, 1.578, 2.500, 3.0083, 33.596
2023-01-23 12:15:00.07, 21.3, 36.8, 58, 1.01, 3570, 76.0, 1.580, 2.496, 3.0080, 33.596
2023-01-23 12:15:30.07, 21.3, 36.7, 64, 1.16, 3557, 75.7, 1.578, 2.462, 3.0051, 33.596
2023-01-23 12:16:00.07, 21.3, 36.7, 58, 1.02, 3550, 75.5, 1.579, 2.458, 3.0048, 33.597
2023-01-23 12:16:30.07, 21.3, 36.7, 61, 1.08, 3553, 75.6, 1.580, 2.473, 3.0061, 33.597
2023-01-23 12:17:00.07, 21.3, 36.7, 59, 1.04, 3576, 76.1, 1.579, 2.482, 3.0069, 33.597
2023-01-23 12:17:30.07, 21.3, 36.8, 62, 1.11, 3651, 77.7, 1.579, 2.487, 3.0074, 33.598
2023-01-23 12:18:00.07, 21.3, 36.7, 59, 1.04, 3695, 78.6, 1.582, 2.491, 3.0078, 33.599
2023-01-23 12:18:30.07, 21.3, 36.8, 58, 1.02, 3720, 79.1, 1.580, 2.492, 3.0081, 33.601
2023-01-23 12:19:00.07, 21.3, 36.8, 58, 1.02, 3711, 79.0, 1.582, 2.493, 3.0082, 33.602
2023-01-23 12:19:30.07, 21.3, 36.8, 60, 1.06, 3716, 79.1, 1.583, 2.492, 3.0081, 33.601
2023-01-23 12:20:00.07, 21.3, 36.8, 72, 1.36, 3716, 79.1, 1.586, 2.493, 3.0081, 33.601
2023-01-23 12:20:30.07, 21.3, 36.7, 61, 1.08, 3722, 79.2, 1.587, 2.491, 3.0080, 33.602
2023-01-23 12:21:00.07, 21.3, 36.8, 60, 1.06, 3743, 79.6, 1.588, 2.492, 3.0081, 33.602
2023-01-23 12:21:30.07, 21.3, 36.8, 65, 1.18, 3722, 79.2, 1.589, 2.492, 3.0082, 33.603
2023-01-23 12:22:00.07, 21.2, 36.6, 65, 1.18, 3721, 79.2, 1.586, 2.492, 3.0083, 33.604
2023-01-23 12:22:30.07, 21.2, 36.6, 57, 0.99, 3727, 79.3, 1.588, 2.493, 3.0085, 33.605
2023-01-23 12:23:00.07, 21.3, 36.7, 63, 1.13, 3733, 79.4, 1.589, 2.491, 3.0085, 33.607
2023-01-23 12:23:30.07, 21.4, 36.8, 61, 1.08, 3732, 79.4, 1.588, 2.492, 3.0087, 33.608
2023-01-23 12:24:00.07, 20.6, 35.5, 65, 1.18, 3732, 79.4, 1.579, 2.494, 3.0090, 33.610
2023-01-23 12:24:30.07, 21.1, 36.4, 66, 1.21, 3723, 79.2, 1.590, 2.496, 3.0092, 33.611
2023-01-23 12:25:00.07, 21.3, 36.7, 61, 1.08, 3724, 79.2, 1.596, 2.491, 3.0088, 33.611
2023-01-23 12:25:30.07, 21.3, 36.8, 59, 1.04, 3695, 78.6, 1.600, 2.486, 3.0083, 33.610
2023-01-23 12:26:00.07, 21.3, 36.7, 66, 1.21, 3688, 78.5, 1.602, 2.489, 3.0085, 33.610
2023-01-23 12:26:30.07, 21.3, 36.8, 61, 1.09, 3611, 76.8, 1.603, 2.491, 3.0087, 33.610
2023-01-23 12:27:00.07, 21.3, 36.7, 61, 1.09, 3575, 76.1, 1.603, 2.470, 3.0069, 33.610
2023-01-23 12:27:30.07, 21.3, 36.7, 58, 1.02, 3577, 76.1, 1.604, 2.455, 3.0059, 33.613
2023-01-23 12:28:00.07, 21.3, 36.7, 62, 1.11, 3561, 75.8, 1.602, 2.470, 3.0073, 33.615
2023-01-23 12:28:30.07, 21.5, 37.0, 65, 1.19, 3550, 75.5, 1.599, 2.484, 3.0088, 33.619
2023-01-23 12:29:00.07, 21.4, 36.9, 66, 1.21, 3612, 76.9, 1.597, 2.494, 3.0100, 33.622
2023-01-23 12:29:30.07, 21.4, 36.8, 59, 1.04, 3666, 78.0, 1.591, 2.503, 3.0109, 33.625
2023-01-23 12:30:00.07, 21.4, 36.8, 67, 1.23, 3693, 78.6, 1.584, 2.507, 3.0114, 33.626
2023-01-23 12:30:30.07, 21.2, 36.6, 70, 1.31, 3695, 78.6, 1.575, 2.510, 3.0117, 33.626
2023-01-23 12:31:00.07, 21.3, 36.7, 60, 1.06, 3709, 78.9, 1.566, 2.513, 3.0119, 33.625
2023-01-23 12:31:30.07, 21.3, 36.7, 64, 1.16, 3735, 79.5, 1.566, 2.515, 3.0119, 33.623
2023-01-23 12:32:00.07, 21.4, 36.9, 68, 1.26, 3708, 78.9, 1.569, 2.516, 3.0117, 33.620
2023-01-23 12:32:30.07, 21.4, 36.9, 61, 1.09, 3707, 78.9, 1.570, 2.513, 3.0110, 33.616
2023-01-23 12:33:00.07, 21.4, 36.9, 61, 1.08, 3689, 78.5, 1.573, 2.508, 3.0101, 33.609
2023-01-23 12:33:30.07, 21.4, 36.9, 63, 1.13, 3687, 78.5, 1.576, 2.494, 3.0083, 33.601
2023-01-23 12:34:00.07, 21.4, 36.9, 67, 1.25, 3700, 78.7, 1.580, 2.481, 3.0065, 33.593
2023-01-23 12:34:30.07, 21.3, 36.8, 67, 1.23, 3703, 78.8, 1.584, 2.470, 3.0051, 33.588
2023-01-23 12:35:00.07, 21.3, 36.7, 59, 1.04, 3697, 78.7, 1.591, 2.471, 3.0051, 33.587
2023-01-23 12:35:30.07, 21.3, 36.7, 59, 1.04, 3706, 78.9, 1.598, 2.475, 3.0055, 33.588
2023-01-23 12:36:00.07, 21.3, 36.7, 61, 1.09, 3718, 79.1, 1.607, 2.479, 3.0061, 33.590
2023-01-23 12:36:30.07, 21.4, 36.9, 58, 1.01, 3725, 79.2, 1.611, 2.483, 3.0066, 33.592
2023-01-23 12:37:00.07, 21.4, 36.9, 58, 1.02, 3718, 79.1, 1.615, 2.484, 3.0071, 33.597
2023-01-23 12:37:30.07, 21.4, 36.9, 61, 1.08, 3733, 79.4, 1.616, 2.484, 3.0074, 33.601
2023-01-23 12:38:00.07, 21.4, 36.9, 59, 1.04, 3732, 79.4, 1.621, 2.479, 3.0075, 33.608
2023-01-23 12:38:30.07, 21.4, 36.9, 62, 1.11, 3747, 79.7, 1.623, 2.477, 3.0079, 33.615
2023-01-23 12:39:00.07, 21.4, 36.9, 61, 1.09, 3736, 79.5, 1.625, 2.480, 3.0088, 33.623
2023-01-23 12:39:30.07, 21.4, 36.9, 69, 1.28, 3755, 79.9, 1.624, 2.492, 3.0103, 33.629
2023-01-23 12:40:00.07, 21.4, 36.9, 56, 0.97, 3753, 79.9, 1.627, 2.503, 3.0116, 33.634
2023-01-23 12:40:30.07, 21.4, 36.9, 65, 1.19, 3760, 80.0, 1.626, 2.509, 3.0125, 33.637
2023-01-23 12:41:00.07, 21.4, 36.9, 59, 1.04, 3756, 79.9, 1.623, 2.514, 3.0131, 33.640
2023-01-23 12:41:30.07, 21.4, 36.9, 62, 1.11, 3770, 80.2, 1.621, 2.518, 3.0137, 33.643
2023-01-23 12:42:00.07, 21.4, 36.9, 61, 1.08, 3771, 80.2, 1.614, 2.522, 3.0143, 33.646
2023-01-23 12:42:30.07, 21.4, 36.9, 58, 1.01, 3759, 80.0, 1.611, 2.525, 3.0146, 33.647
2023-01-23 12:43:00.07, 21.5, 37.0, 60, 1.06, 3762, 80.0, 1.607, 2.527, 3.0148, 33.648
2023-01-23 12:43:30.07, 21.4, 36.9, 61, 1.08, 3752, 79.8, 1.597, 2.529, 3.0150, 33.648
2023-01-23 12:44:00.07, 21.4, 36.9, 63, 1.13, 3759, 80.0, 1.584, 2.530, 3.0150, 33.647
2023-01-23 12:44:30.07, 21.2, 36.6, 58, 1.02, 3748, 79.8, 1.572, 2.529, 3.0147, 33.644
2023-01-23 12:45:00.07, 21.3, 36.7, 61, 1.09, 3746, 79.7, 1.571, 2.526, 3.0141, 33.639
2023-01-23 12:45:30.07, 21.3, 36.7, 58, 1.01, 3743, 79.6, 1.572, 2.524, 3.0134, 33.634
2023-01-23 12:46:00.07, 21.4, 36.9, 58, 1.02, 3746, 79.7, 1.576, 2.521, 3.0128, 33.630
2023-01-23 12:46:30.07, 21.4, 36.9, 58, 1.01, 3747, 79.7, 1.580, 2.517, 3.0120, 33.623
2023-01-23 12:47:00.07, 21.4, 36.9, 59, 1.04, 3706, 78.8, 1.586, 2.510, 3.0104, 33.611
2023-01-23 12:47:30.07, 21.3, 36.7, 58, 1.02, 3713, 79.0, 1.589, 2.495, 3.0081, 33.598
2023-01-23 12:48:00.07, 21.2, 36.6, 58, 1.02, 3707, 78.9, 1.594, 2.481, 3.0064, 33.592
