TimeStamp,Flow_Count,Flow_Rate,Fluor_V,CHL,xMiss_V,Trans,RTP_Temp,TSG_Temp,TSG_Cond,Salinity
,Hz,mL/sec,mV,ug/L,mV,%,C,C,S/m,psu
2023-01-23 00:00:00.07, 14.9, 25.7, 53, 0.89, 3462, 73.7, 1.208, 2.709, 2.9978, 33.249
2023-01-23 00:00:30.07, 14.9, 25.6, 52, 0.86, 3447, 73.3, 1.239, 2.701, 2.9959, 33.233
2023-01-23 00:01:00.07, 14.9, 25.7, 53, 0.89, 3446, 73.3, 1.277, 2.694, 2.9943, 33.221
2023-01-23 00:01:30.07, 14.9, 25.6, 50, 0.82, 3444, 73.3, 1.307, 2.688, 2.9930, 33.211
2023-01-23 00:02:00.07, 14.9, 25.6, 48, 0.77, 3450, 73.4, 1.329, 2.684, 2.9920, 33.202
2023-01-23 00:02:30.07, 14.9, 25.7, 51, 0.84, 3418, 72.7, 1.338, 2.679, 2.9909, 33.195
2023-01-23 00:03:00.07, 14.9, 25.7, 53, 0.89, 3418, 72.7, 1.346, 2.675, 2.9900, 33.188
2023-01-23 00:03:30.07, 15.0, 25.8, 48, 0.77, 3437, 73.1, 1.353, 2.671, 2.9898, 33.189
2023-01-23 00:04:00.07, 14.9, 25.7, 50, 0.82, 3450, 73.4, 1.361, 2.675, 2.9911, 33.202
2023-01-23 00:04:30.07, 14.8, 25.5, 49, 0.79, 3484, 74.1, 1.364, 2.684, 2.9942, 33.230
2023-01-23 00:05:00.07, 14.7, 25.3, 51, 0.84, 3521, 74.9, 1.370, 2.699, 2.9984, 33.266
2023-01-23 00:05:30.07, 14.5, 25.0, 53, 0.89, 3545, 75.4, 1.378, 2.716, 3.0028, 33.301
2023-01-23 00:06:00.07, 14.7, 25.3, 50, 0.82, 3565, 75.9, 1.390, 2.734, 3.0066, 33.329
2023-01-23 00:06:30.07, 14.7, 25.3, 54, 0.91, 3582, 76.2, 1.395, 2.751, 3.0097, 33.349
2023-01-23 00:07:00.07, 14.9, 25.6, 56, 0.96, 3578, 76.1, 1.398, 2.765, 3.0120, 33.363
2023-01-23 00:07:30.07, 14.8, 25.6, 51, 0.84, 3591, 76.4, 1.394, 2.777, 3.0138, 33.373
2023-01-23 00:08:00.07, 14.9, 25.7, 52, 0.87, 3588, 76.3, 1.388, 2.785, 3.0151, 33.381
2023-01-23 00:08:30.07, 14.9, 25.7, 53, 0.89, 3574, 76.0, 1.380, 2.775, 3.0149, 33.389
2023-01-23 00:09:00.07, 14.4, 24.9, 50, 0.82, 3583, 76.2, 1.364, 2.752, 3.0136, 33.397
2023-01-23 00:09:30.07, 14.9, 25.7, 52, 0.87, 3597, 76.5, 1.357, 2.725, 3.0122, 33.408
2023-01-23 00:10:00.07, 14.7, 25.4, 50, 0.82, 3601, 76.6, 1.346, 2.718, 3.0124, 33.417
2023-01-23 00:10:30.07, 14.9, 25.7, 55, 0.94, 3610, 76.8, 1.333, 2.727, 3.0137, 33.424
2023-01-23 00:11:00.07, 14.8, 25.6, 54, 0.91, 3610, 76.8, 1.315, 2.750, 3.0158, 33.425
2023-01-23 00:11:30.07, 14.8, 25.6, 52, 0.87, 3602, 76.6, 1.291, 2.773, 3.0176, 33.423
2023-01-23 00:12:00.07, 14.9, 25.6, 56, 0.96, 3588, 76.3, 1.272, 2.791, 3.0186, 33.418
2023-01-23 00:12:30.07, 14.9, 25.7, 54, 0.92, 3545, 75.4, 1.259, 2.792, 3.0178, 33.407
2023-01-23 00:13:00.07, 14.8, 25.5, 51, 0.84, 3535, 75.2, 1.275, 2.774, 3.0152, 33.393
2023-01-23 00:13:30.07, 14.3, 24.6, 51, 0.84, 3534, 75.2, 1.218, 2.761, 3.0127, 33.376
2023-01-23 00:14:00.07, 14.7, 25.3, 53, 0.89, 3540, 75.3, 1.216, 2.757, 3.0113, 33.363
2023-01-23 00:14:30.07, 14.8, 25.5, 52, 0.86, 3529, 75.1, 1.216, 2.763, 3.0105, 33.347
2023-01-23 00:15:00.07, 14.7, 25.3, 54, 0.91, 3496, 74.4, 1.238, 2.768, 3.0095, 33.329
2023-01-23 00:15:30.07, 14.7, 25.3, 52, 0.87, 3454, 73.5, 1.258, 2.767, 3.0075, 33.307
2023-01-23 00:16:00.07, 14.8, 25.5, 53, 0.89, 3449, 73.4, 1.277, 2.762, 3.0050, 33.282
2023-01-23 00:16:30.07, 14.9, 25.6, 50, 0.80, 3400, 72.3, 1.289, 2.750, 3.0021, 33.259
2023-01-23 00:17:00.07, 14.4, 24.9, 50, 0.80, 3380, 71.9, 1.297, 2.706, 2.9967, 33.237
2023-01-23 00:17:30.07, 14.9, 25.7, 64, 1.16, 3376, 71.8, 1.315, 2.643, 2.9901, 33.221
2023-01-23 00:18:00.07, 15.0, 25.8, 55, 0.94, 3370, 71.7, 1.317, 2.609, 2.9864, 33.212
2023-01-23 00:18:30.07, 14.9, 25.7, 50, 0.80, 3388, 72.1, 1.323, 2.602, 2.9858, 33.212
2023-01-23 00:19:00.07, 14.9, 25.7, 64, 1.16, 3401, 72.4, 1.321, 2.602, 2.9871, 33.227
2023-01-23 00:19:30.07, 14.8, 25.5, 55, 0.94, 3410, 72.5, 1.324, 2.605, 2.9891, 33.249
2023-01-23 00:20:00.07, 14.7, 25.4, 57, 0.99, 3405, 72.4, 1.325, 2.619, 2.9917, 33.267
2023-01-23 00:20:30.07, 14.7, 25.4, 54, 0.92, 3412, 72.6, 1.329, 2.623, 2.9933, 33.281
2023-01-23 00:21:00.07, 14.8, 25.5, 52, 0.86, 3449, 73.4, 1.335, 2.626, 2.9945, 33.294
2023-01-23 00:21:30.07, 14.9, 25.7, 55, 0.94, 3458, 73.6, 1.346, 2.648, 2.9974, 33.306
2023-01-23 00:22:00.07, 14.9, 25.7, 50, 0.80, 3489, 74.2, 1.353, 2.678, 3.0006, 33.314
2023-01-23 00:22:30.07, 14.9, 25.7, 51, 0.84, 3479, 74.0, 1.360, 2.703, 3.0032, 33.321
2023-01-23 00:23:00.07, 14.9, 25.7, 61, 1.09, 3494, 74.3, 1.361, 2.722, 3.0053, 33.326
2023-01-23 00:23:30.07, 14.9, 25.7, 61, 1.09, 3498, 74.4, 1.368, 2.727, 3.0060, 33.329
2023-01-23 00:24:00.07, 14.9, 25.7, 52, 0.86, 3502, 74.5, 1.375, 2.716, 3.0054, 33.334
2023-01-23 00:24:30.07, 14.9, 25.7, 52, 0.87, 3530, 75.1, 1.380, 2.705, 3.0048, 33.338
2023-01-23 00:25:00.07, 14.9, 25.7, 61, 1.08, 3536, 75.2, 1.385, 2.708, 3.0057, 33.345
2023-01-23 00:25:30.07, 14.9, 25.7, 54, 0.91, 3540, 75.3, 1.393, 2.725, 3.0078, 33.354
2023-01-23 00:26:00.07, 14.9, 25.6, 51, 0.84, 3555, 75.6, 1.401, 2.745, 3.0102, 33.361
2023-01-23 00:26:30.07, 14.9, 25.7, 52, 0.86, 3561, 75.8, 1.400, 2.765, 3.0124, 33.368
2023-01-23 00:27:00.07, 14.9, 25.7, 54, 0.91, 3575, 76.1, 1.393, 2.783, 3.0143, 33.373
2023-01-23 00:27:30.07, 15.0, 25.8, 50, 0.80, 3570, 75.9, 1.389, 2.797, 3.0160, 33.378
2023-01-23 00:28:00.07, 15.0, 25.8, 54, 0.91, 3580, 76.2, 1.379, 2.807, 3.0173, 33.385
2023-01-23 00:28:30.07, 14.9, 25.7, 63, 1.14, 3576, 76.1, 1.364, 2.815, 3.0189, 33.397
2023-01-23 00:29:00.07, 14.6, 25.2, 58, 1.01, 3584, 76.2, 1.333, 2.822, 3.0200, 33.403
2023-01-23 00:29:30.07, 14.9, 25.7, 52, 0.86, 3571, 76.0, 1.313, 2.826, 3.0210, 33.410
2023-01-23 00:30:00.07, 15.0, 25.9, 57, 0.99, 3587, 76.3, 1.289, 2.833, 3.0222, 33.417
2023-01-23 00:30:30.07, 14.9, 25.7, 54, 0.91, 3581, 76.2, 1.262, 2.838, 3.0228, 33.420
2023-01-23 00:31:00.07, 14.9, 25.7, 65, 1.19, 3578, 76.1, 1.255, 2.841, 3.0228, 33.416
2023-01-23 00:31:30.07, 14.9, 25.6, 62, 1.11, 3571, 76.0, 1.248, 2.841, 3.0223, 33.410
2023-01-23 00:32:00.07, 14.9, 25.7, 54, 0.91, 3544, 75.4, 1.237, 2.839, 3.0212, 33.399
2023-01-23 00:32:30.07, 14.9, 25.7, 64, 1.16, 3511, 74.7, 1.228, 2.814, 3.0175, 33.380
2023-01-23 00:33:00.07, 14.9, 25.7, 50, 0.80, 3472, 73.9, 1.222, 2.785, 3.0131, 33.356
2023-01-23 00:33:30.07, 14.9, 25.7, 55, 0.94, 3475, 73.9, 1.221, 2.772, 3.0097, 33.329
2023-01-23 00:34:00.07, 15.0, 25.8, 53, 0.89, 3454, 73.5, 1.221, 2.763, 3.0068, 33.302
2023-01-23 00:34:30.07, 15.0, 25.8, 57, 0.99, 3462, 73.6, 1.232, 2.754, 3.0041, 33.278
2023-01-23 00:35:00.07, 14.9, 25.7, 52, 0.86, 3447, 73.3, 1.244, 2.745, 3.0020, 33.261
2023-01-23 00:35:30.07, 14.9, 25.7, 58, 1.01, 3446, 73.3, 1.259, 2.738, 3.0002, 33.248
2023-01-23 00:36:00.07, 14.9, 25.7, 52, 0.87, 3437, 73.1, 1.271, 2.729, 2.9986, 33.237
2023-01-23 00:36:30.07, 14.9, 25.7, 50, 0.80, 3443, 73.2, 1.279, 2.720, 2.9971, 33.227
2023-01-23 00:37:00.07, 15.0, 25.8, 55, 0.94, 3450, 73.4, 1.294, 2.713, 2.9959, 33.220
2023-01-23 00:37:30.07, 15.0, 25.9, 54, 0.91, 3459, 73.6, 1.315, 2.710, 2.9954, 33.216
2023-01-23 00:38:00.07, 14.9, 25.7, 61, 1.08, 3462, 73.7, 1.337, 2.708, 2.9953, 33.218
2023-01-23 00:38:30.07, 14.8, 25.5, 50, 0.82, 3455, 73.5, 1.361, 2.708, 2.9959, 33.225
2023-01-23 00:39:00.07, 14.8, 25.5, 51, 0.84, 3466, 73.7, 1.380, 2.711, 2.9971, 33.237
2023-01-23 00:39:30.07, 14.9, 25.7, 54, 0.92, 3477, 74.0, 1.398, 2.714, 2.9985, 33.251
2023-01-23 00:40:00.07, 14.9, 25.7, 52, 0.86, 3484, 74.1, 1.413, 2.721, 3.0002, 33.265
2023-01-23 00:40:30.07, 15.0, 25.8, 51, 0.84, 3503, 74.5, 1.421, 2.728, 3.0019, 33.278
2023-01-23 00:41:00.07, 14.9, 25.7, 52, 0.87, 3528, 75.1, 1.425, 2.736, 3.0039, 33.295
2023-01-23 00:41:30.07, 14.2, 24.5, 59, 1.03, 3545, 75.4, 1.421, 2.746, 3.0066, 33.317
2023-01-23 00:42:00.07, 15.0, 25.9, 54, 0.91, 3549, 75.5, 1.436, 2.747, 3.0087, 33.342
2023-01-23 00:42:30.07, 15.0, 25.8, 55, 0.94, 3587, 76.3, 1.438, 2.739, 3.0102, 33.368
2023-01-23 00:43:00.07, 15.0, 25.9, 51, 0.84, 3586, 76.3, 1.437, 2.736, 3.0118, 33.392
2023-01-23 00:43:30.07, 14.9, 25.7, 68, 1.26, 3619, 77.0, 1.437, 2.749, 3.0145, 33.411
2023-01-23 00:44:00.07, 15.0, 25.8, 56, 0.96, 3625, 77.1, 1.436, 2.774, 3.0173, 33.419
2023-01-23 00:44:30.07, 14.9, 25.7, 56, 0.97, 3598, 76.6, 1.439, 2.799, 3.0211, 33.439
2023-01-23 00:45:00.07, 15.0, 25.8, 54, 0.91, 3575, 76.1, 1.436, 2.799, 3.0217, 33.446
2023-01-23 00:45:30.07, 14.9, 25.7, 54, 0.92, 3584, 76.2, 1.434, 2.781, 3.0205, 33.452
2023-01-23 00:46:00.07, 15.0, 25.9, 54, 0.91, 3594, 76.5, 1.435, 2.783, 3.0211, 33.457
2023-01-23 00:46:30.07, 15.0, 25.9, 60, 1.06, 3595, 76.5, 1.434, 2.804, 3.0233, 33.460
2023-01-23 00:47:00.07, 15.0, 25.9, 56, 0.97, 3612, 76.9, 1.434, 2.827, 3.0253, 33.462
2023-01-23 00:47:30.07, 15.0, 25.8, 68, 1.26, 3597, 76.5, 1.433, 2.845, 3.0269, 33.462
2023-01-23 00:48:00.07, 15.0, 25.9, 55, 0.94, 3593, 76.4, 1.433, 2.857, 3.0280, 33.463
2023-01-23 00:48:30.07, 15.0, 25.9, 53, 0.89, 3594, 76.5, 1.433, 2.867, 3.0287, 33.462
2023-01-23 00:49:00.07, 14.9, 25.7, 55, 0.94, 3620, 77.0, 1.436, 2.873, 3.0292, 33.462
2023-01-23 00:49:30.07, 15.0, 25.8, 58, 1.01, 3643, 77.5, 1.439, 2.878, 3.0295, 33.461
2023-01-23 00:50:00.07, 14.9, 25.7, 69, 1.28, 3652, 77.7, 1.444, 2.882, 3.0299, 33.460
2023-01-23 00:50:30.07, 14.8, 25.5, 54, 0.92, 3650, 77.6, 1.443, 2.885, 3.0301, 33.460
2023-01-23 00:51:00.07, 14.0, 24.1, 59, 1.04, 3594, 76.5, 1.442, 2.886, 3.0302, 33.460
2023-01-23 00:51:30.07, 14.8, 25.5, 56, 0.96, 3642, 77.5, 1.454, 2.886, 3.0302, 33.460
2023-01-23 00:52:00.07, 14.9, 25.7, 54, 0.91, 3640, 77.4, 1.456, 2.889, 3.0304, 33.459
2023-01-23 00:52:30.07, 15.0, 25.9, 54, 0.91, 3643, 77.5, 1.452, 2.892, 3.0306, 33.458
2023-01-23 00:53:00.07, 14.9, 25.7, 59, 1.03, 3629, 77.2, 1.452, 2.892, 3.0308, 33.460
2023-01-23 00:53:30.07, 15.0, 25.8, 56, 0.96, 3629, 77.2, 1.453, 2.891, 3.0309, 33.463
2023-01-23 00:54:00.07, 15.0, 25.8, 55, 0.94, 3593, 76.4, 1.451, 2.877, 3.0300, 33.467
2023-01-23 00:54:30.07, 14.9, 25.7, 58, 1.01, 3594, 76.5, 1.451, 2.823, 3.0257, 33.470
2023-01-23 00:55:00.07, 14.9, 25.7, 65, 1.19, 3607, 76.7, 1.457, 2.767, 3.0212, 33.474
2023-01-23 00:55:30.07, 14.9, 25.7, 59, 1.03, 3591, 76.4, 1.451, 2.762, 3.0210, 33.477
2023-01-23 00:56:00.07, 15.0, 25.9, 54, 0.92, 3601, 76.6, 1.453, 2.789, 3.0235, 33.478
2023-01-23 00:56:30.07, 15.0, 25.9, 55, 0.94, 3598, 76.5, 1.453, 2.821, 3.0261, 33.478
2023-01-23 00:57:00.07, 15.0, 25.9, 58, 1.01, 3602, 76.6, 1.453, 2.845, 3.0282, 33.479
2023-01-23 00:57:30.07, 15.0, 25.9, 56, 0.96, 3610, 76.8, 1.454, 2.860, 3.0295, 33.479
2023-01-23 00:58:00.07, 15.0, 25.9, 55, 0.94, 3637, 77.4, 1.451, 2.871, 3.0304, 33.479
2023-01-23 00:58:30.07, 15.0, 25.9, 54, 0.92, 3662, 77.9, 1.450, 2.877, 3.0310, 33.479
2023-01-23 00:59:00.07, 15.0, 25.9, 54, 0.91, 3670, 78.1, 1.450, 2.882, 3.0314, 33.479
2023-01-23 00:59:30.07, 15.0, 25.8, 55, 0.94, 3683, 78.4, 1.450, 2.887, 3.0319, 33.480
2023-01-23 01:00:00.07, 14.7, 25.3, 56, 0.96, 3683, 78.4, 1.456, 2.892, 3.0323, 33.480
2023-01-23 01:00:30.07, 14.9, 25.7, 56, 0.97, 3700, 78.7, 1.455, 2.895, 3.0325, 33.479
2023-01-23 01:01:00.07, 14.9, 25.6, 60, 1.06, 3692, 78.5, 1.448, 2.899, 3.0329, 33.480
2023-01-23 01:01:30.07, 14.8, 25.5, 59, 1.03, 3692, 78.5, 1.447, 2.900, 3.0331, 33.481
2023-01-23 01:02:00.07, 14.8, 25.6, 58, 1.01, 3700, 78.7, 1.452, 2.903, 3.0333, 33.480
2023-01-23 01:02:30.07, 14.9, 25.7, 55, 0.94, 3692, 78.5, 1.455, 2.906, 3.0334, 33.479
2023-01-23 01:03:00.07, 15.0, 25.9, 56, 0.96, 3683, 78.4, 1.459, 2.906, 3.0334, 33.478
2023-01-23 01:03:30.07, 15.0, 25.9, 53, 0.89, 3644, 77.5, 1.463, 2.897, 3.0326, 33.477
2023-01-23 01:04:00.07, 15.0, 25.8, 54, 0.91, 3670, 78.1, 1.464, 2.881, 3.0311, 33.477
2023-01-23 01:04:30.07, 15.0, 25.8, 66, 1.21, 3662, 77.9, 1.465, 2.882, 3.0312, 33.477
2023-01-23 01:05:00.07, 15.0, 25.9, 54, 0.91, 3664, 78.0, 1.465, 2.874, 3.0305, 33.477
2023-01-23 01:05:30.07, 15.0, 25.9, 57, 0.99, 3656, 77.8, 1.466, 2.852, 3.0290, 33.480
2023-01-23 01:06:00.07, 15.0, 25.9, 65, 1.19, 3666, 78.0, 1.469, 2.847, 3.0287, 33.482
2023-01-23 01:06:30.07, 15.0, 25.9, 54, 0.91, 3685, 78.4, 1.467, 2.856, 3.0297, 33.486
2023-01-23 01:07:00.07, 15.0, 25.8, 64, 1.16, 3673, 78.2, 1.464, 2.870, 3.0312, 33.488
2023-01-23 01:07:30.07, 15.0, 25.9, 54, 0.91, 3677, 78.2, 1.463, 2.882, 3.0324, 33.491
2023-01-23 01:08:00.07, 15.0, 25.8, 53, 0.89, 3693, 78.6, 1.461, 2.891, 3.0333, 33.493
2023-01-23 01:08:30.07, 15.0, 25.8, 54, 0.92, 3706, 78.9, 1.463, 2.896, 3.0339, 33.494
2023-01-23 01:09:00.07, 15.0, 25.9, 64, 1.16, 3705, 78.8, 1.459, 2.900, 3.0344, 33.496
2023-01-23 01:09:30.07, 15.0, 25.9, 55, 0.94, 3680, 78.3, 1.456, 2.905, 3.0348, 33.496
2023-01-23 01:10:00.07, 14.9, 25.6, 55, 0.94, 3704, 78.8, 1.458, 2.908, 3.0350, 33.496
2023-01-23 01:10:30.07, 14.8, 25.5, 54, 0.92, 3699, 78.7, 1.457, 2.907, 3.0349, 33.496
2023-01-23 01:11:00.07, 14.9, 25.7, 65, 1.18, 3698, 78.7, 1.463, 2.907, 3.0349, 33.495
2023-01-23 01:11:30.07, 15.0, 25.9, 65, 1.18, 3698, 78.7, 1.461, 2.909, 3.0349, 33.493
2023-01-23 01:12:00.07, 15.0, 25.9, 56, 0.97, 3681, 78.3, 1.466, 2.909, 3.0348, 33.492
2023-01-23 01:12:30.07, 15.0, 25.9, 57, 0.99, 3687, 78.5, 1.468, 2.910, 3.0347, 33.490
2023-01-23 01:13:00.07, 15.0, 25.9, 56, 0.97, 3696, 78.6, 1.465, 2.911, 3.0346, 33.488
2023-01-23 01:13:30.07, 15.0, 25.9, 57, 0.99, 3691, 78.5, 1.467, 2.909, 3.0344, 33.487
2023-01-23 01:14:00.07, 15.0, 25.9, 60, 1.06, 3675, 78.2, 1.469, 2.895, 3.0332, 33.487
2023-01-23 01:14:30.07, 15.0, 25.9, 55, 0.94, 3677, 78.2, 1.475, 2.872, 3.0313, 33.488
2023-01-23 01:15:00.07, 15.0, 25.8, 52, 0.87, 3701, 78.7, 1.479, 2.862, 3.0306, 33.490
2023-01-23 01:15:30.07, 15.1, 26.0, 51, 0.84, 3694, 78.6, 1.482, 2.870, 3.0314, 33.491
2023-01-23 01:16:00.07, 15.0, 25.9, 53, 0.89, 3685, 78.4, 1.488, 2.884, 3.0327, 33.493
2023-01-23 01:16:30.07, 14.8, 25.6, 63, 1.14, 3703, 78.8, 1.489, 2.896, 3.0339, 33.494
2023-01-23 01:17:00.07, 14.9, 25.7, 63, 1.14, 3694, 78.6, 1.498, 2.904, 3.0346, 33.495
2023-01-23 01:17:30.07, 15.0, 25.9, 54, 0.92, 3698, 78.7, 1.499, 2.910, 3.0352, 33.496
2023-01-23 01:18:00.07, 15.1, 26.0, 56, 0.97, 3715, 79.0, 1.503, 2.916, 3.0353, 33.492
2023-01-23 01:18:30.07, 15.0, 25.9, 55, 0.94, 3721, 79.2, 1.504, 2.920, 3.0365, 33.501
2023-01-23 01:19:00.07, 15.0, 25.9, 65, 1.18, 3719, 79.1, 1.502, 2.924, 3.0373, 33.506
2023-01-23 01:19:30.07, 15.1, 26.0, 61, 1.08, 3719, 79.1, 1.501, 2.927, 3.0379, 33.511
2023-01-23 01:20:00.07, 15.0, 25.9, 54, 0.92, 3717, 79.1, 1.502, 2.919, 3.0375, 33.515
2023-01-23 01:20:30.07, 15.1, 26.0, 51, 0.84, 3721, 79.2, 1.504, 2.898, 3.0360, 33.519
2023-01-23 01:21:00.07, 15.1, 26.0, 55, 0.94, 3723, 79.2, 1.497, 2.884, 3.0352, 33.523
2023-01-23 01:21:30.07, 15.1, 26.0, 57, 0.99, 3719, 79.1, 1.494, 2.890, 3.0360, 33.527
2023-01-23 01:22:00.07, 15.0, 25.9, 53, 0.89, 3734, 79.5, 1.494, 2.906, 3.0376, 33.529
2023-01-23 01:22:30.07, 15.0, 25.9, 56, 0.96, 3733, 79.4, 1.493, 2.918, 3.0388, 33.531
2023-01-23 01:23:00.07, 15.0, 25.8, 52, 0.87, 3728, 79.3, 1.514, 2.928, 3.0397, 33.531
2023-01-23 01:23:30.07, 14.8, 25.5, 63, 1.14, 3727, 79.3, 1.489, 2.933, 3.0400, 33.531
2023-01-23 01:24:00.07, 14.8, 25.5, 57, 0.99, 3725, 79.3, 1.489, 2.937, 3.0402, 33.529
2023-01-23 01:24:30.07, 15.0, 25.8, 57, 0.99, 3721, 79.2, 1.491, 2.938, 3.0402, 33.527
2023-01-23 01:25:00.07, 15.0, 25.9, 55, 0.94, 3719, 79.1, 1.492, 2.939, 3.0402, 33.526
2023-01-23 01:25:30.07, 15.0, 25.9, 58, 1.01, 3724, 79.2, 1.495, 2.940, 3.0401, 33.524
2023-01-23 01:26:00.07, 15.1, 26.0, 56, 0.97, 3742, 79.6, 1.494, 2.941, 3.0400, 33.522
2023-01-23 01:26:30.07, 15.1, 26.0, 56, 0.96, 3724, 79.2, 1.496, 2.941, 3.0399, 33.521
2023-01-23 01:27:00.07, 15.4, 26.6, 59, 1.04, 3735, 79.5, 1.494, 2.930, 3.0389, 33.520
2023-01-23 01:27:30.07, 15.5, 26.7, 62, 1.11, 3732, 79.4, 1.495, 2.907, 3.0369, 33.520
2023-01-23 01:28:00.07, 15.5, 26.7, 58, 1.01, 3736, 79.5, 1.495, 2.888, 3.0352, 33.520
2023-01-23 01:28:30.07, 15.5, 26.7, 52, 0.87, 3728, 79.3, 1.497, 2.887, 3.0352, 33.520
2023-01-23 01:29:00.07, 15.2, 26.2, 57, 0.99, 3738, 79.5, 1.497, 2.898, 3.0362, 33.521
2023-01-23 01:29:30.07, 14.9, 25.7, 54, 0.91, 3727, 79.3, 1.498, 2.912, 3.0374, 33.520
2023-01-23 01:30:00.07, 15.0, 25.8, 65, 1.18, 3732, 79.4, 1.500, 2.925, 3.0385, 33.521
2023-01-23 01:30:30.07, 14.9, 25.7, 55, 0.94, 3730, 79.4, 1.505, 2.933, 3.0392, 33.521
2023-01-23 01:31:00.07, 15.0, 25.9, 56, 0.97, 3726, 79.3, 1.503, 2.939, 3.0397, 33.521
2023-01-23 01:31:30.07, 14.9, 25.7, 54, 0.91, 3715, 79.1, 1.501, 2.942, 3.0400, 33.521
2023-01-23 01:32:00.07, 14.9, 25.7, 57, 0.99, 3726, 79.3, 1.502, 2.944, 3.0402, 33.521
2023-01-23 01:32:30.07, 15.0, 25.8, 65, 1.19, 3731, 79.4, 1.505, 2.945, 3.0403, 33.521
2023-01-23 01:33:00.07, 14.9, 25.7, 55, 0.94, 3730, 79.4, 1.510, 2.944, 3.0403, 33.522
2023-01-23 01:33:30.07, 14.9, 25.7, 57, 0.99, 3730, 79.4, 1.513, 2.945, 3.0404, 33.523
2023-01-23 01:34:00.07, 14.9, 25.7, 54, 0.92, 3726, 79.3, 1.512, 2.947, 3.0406, 33.524
2023-01-23 01:34:30.07, 14.8, 25.5, 56, 0.96, 3723, 79.2, 1.512, 2.948, 3.0408, 33.524
2023-01-23 01:35:00.07, 14.8, 25.5, 60, 1.06, 3716, 79.1, 1.512, 2.948, 3.0408, 33.525
2023-01-23 01:35:30.07, 14.8, 25.5, 56, 0.96, 3717, 79.1, 1.508, 2.947, 3.0408, 33.525
2023-01-23 01:36:00.07, 15.0, 25.8, 57, 0.99, 3736, 79.5, 1.510, 2.947, 3.0409, 33.527
2023-01-23 01:36:30.07, 14.9, 25.7, 65, 1.18, 3740, 79.6, 1.510, 2.948, 3.0411, 33.529
2023-01-23 01:37:00.07, 15.0, 25.8, 56, 0.96, 3724, 79.2, 1.508, 2.950, 3.0415, 33.532
2023-01-23 01:37:30.07, 15.0, 25.8, 54, 0.91, 3744, 79.7, 1.509, 2.952, 3.0419, 33.534
2023-01-23 01:38:00.07, 15.0, 25.8, 54, 0.91, 3738, 79.5, 1.507, 2.949, 3.0418, 33.535
2023-01-23 01:38:30.07, 14.8, 25.5, 56, 0.96, 3737, 79.5, 1.507, 2.933, 3.0405, 33.536
2023-01-23 01:39:00.07, 14.7, 25.4, 67, 1.23, 3735, 79.5, 1.508, 2.908, 3.0384, 33.537
2023-01-23 01:39:30.07, 14.5, 24.9, 55, 0.94, 3745, 79.7, 1.512, 2.893, 3.0370, 33.536
2023-01-23 01:40:00.07, 14.9, 25.7, 58, 1.02, 3746, 79.7, 1.522, 2.896, 3.0373, 33.536
2023-01-23 01:40:30.07, 14.9, 25.7, 56, 0.97, 3757, 79.9, 1.525, 2.911, 3.0384, 33.535
2023-01-23 01:41:00.07, 15.0, 25.8, 63, 1.14, 3759, 80.0, 1.524, 2.924, 3.0394, 33.533
2023-01-23 01:41:30.07, 15.0, 25.8, 57, 0.99, 3765, 80.1, 1.523, 2.935, 3.0401, 33.530
2023-01-23 01:42:00.07, 15.0, 25.8, 59, 1.04, 3737, 79.5, 1.522, 2.939, 3.0409, 33.535
2023-01-23 01:42:30.07, 15.0, 25.8, 57, 0.99, 3731, 79.4, 1.521, 2.927, 3.0399, 33.536
2023-01-23 01:43:00.07, 14.9, 25.7, 58, 1.01, 3722, 79.2, 1.524, 2.894, 3.0374, 33.539
2023-01-23 01:43:30.07, 14.3, 24.7, 54, 0.92, 3738, 79.5, 1.520, 2.874, 3.0361, 33.544
2023-01-23 01:44:00.07, 15.0, 25.9, 61, 1.08, 3740, 79.6, 1.521, 2.885, 3.0373, 33.548
2023-01-23 01:44:30.07, 15.0, 25.8, 63, 1.14, 3751, 79.8, 1.520, 2.906, 3.0393, 33.551
2023-01-23 01:45:00.07, 14.9, 25.7, 57, 0.99, 3746, 79.7, 1.514, 2.927, 3.0412, 33.552
2023-01-23 01:45:30.07, 14.8, 25.5, 56, 0.96, 3746, 79.7, 1.511, 2.941, 3.0425, 33.553
2023-01-23 01:46:00.07, 14.2, 24.4, 54, 0.92, 3723, 79.2, 1.513, 2.950, 3.0422, 33.540
2023-01-23 01:46:30.07, 14.8, 25.5, 55, 0.94, 3609, 76.8, 1.513, 2.949, 3.0430, 33.551
2023-01-23 01:47:00.07, 14.8, 25.6, 65, 1.19, 3580, 76.2, 1.515, 2.921, 3.0404, 33.548
2023-01-23 01:47:30.07, 14.8, 25.5, 60, 1.06, 3638, 77.4, 1.516, 2.898, 3.0384, 33.548
2023-01-23 01:48:00.07, 14.8, 25.5, 61, 1.08, 3660, 77.9, 1.516, 2.902, 3.0387, 33.548
2023-01-23 01:48:30.07, 14.8, 25.6, 63, 1.13, 3694, 78.6, 1.515, 2.915, 3.0397, 33.546
2023-01-23 01:49:00.07, 14.9, 25.7, 60, 1.06, 3709, 78.9, 1.516, 2.916, 3.0396, 33.544
2023-01-23 01:49:30.07, 14.9, 25.6, 65, 1.18, 3717, 79.1, 1.517, 2.901, 3.0383, 33.543
